Story;Label;DesignSect;Station;DesignOpt;Status;PMMCombo;AsMin;As;CornerBarAs;Mid Bar As;PMMRatio;VMajCombo;VMajRebar;VMinCombo;VMinRebar;WarnMsg;ErrMsg
P36;C9;C60x80H350;1.29;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU13-I=1.1;0.00086;No Message;No Message
P36;C9;C60x80H350;1.505;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU13-I=1.1;0.00086;No Message;No Message
P36;C9;C60x80H350;1.72;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU13-I=1.1;0.00086;No Message;No Message
P36;C9;C60x80H350;1.935;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU13-I=1.1;0.00086;No Message;No Message
P36;C9;C60x80H350;2.15;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU13-I=1.1;0.00086;No Message;No Message
P36;C10;C60x80H350;0;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P36;C10;C60x80H350;0.215;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P36;C10;C60x80H350;0.43;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P36;C10;C60x80H350;0.645;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P36;C10;C60x80H350;0.86;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P36;C10;C60x80H350;1.075;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P36;C10;C60x80H350;1.29;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P36;C10;C60x80H350;1.505;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P36;C10;C60x80H350;1.72;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P36;C10;C60x80H350;1.935;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P36;C10;C60x80H350;2.15;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P36;C13;C80x60H350;0;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00076;SU14-I=1.1;0.00071;No Message;No Message
P36;C13;C80x60H350;0.215;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00076;SU14-I=1.1;0.00071;No Message;No Message
P36;C13;C80x60H350;0.43;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00076;SU14-I=1.1;0.00071;No Message;No Message
P36;C13;C80x60H350;0.645;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00076;SU14-I=1.1;0.00071;No Message;No Message
P36;C13;C80x60H350;0.86;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00076;SU14-I=1.1;0.00071;No Message;No Message
P36;C13;C80x60H350;1.075;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00076;SU14-I=1.1;0.00071;No Message;No Message
P36;C13;C80x60H350;1.29;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00076;SU14-I=1.1;0.00071;No Message;No Message
P36;C13;C80x60H350;1.505;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00076;SU14-I=1.1;0.00071;No Message;No Message
P36;C13;C80x60H350;1.72;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00076;SU14-I=1.1;0.00071;No Message;No Message
P36;C13;C80x60H350;1.935;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00076;SU14-I=1.1;0.00071;No Message;No Message
P36;C13;C80x60H350;2.15;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00076;SU14-I=1.1;0.00071;No Message;No Message
P36;C14;C80x50H350;0;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C14;C80x50H350;0.215;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C14;C80x50H350;0.43;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C14;C80x50H350;0.645;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C14;C80x50H350;0.86;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C14;C80x50H350;1.075;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C14;C80x50H350;1.29;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C14;C80x50H350;1.505;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C14;C80x50H350;1.72;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C14;C80x50H350;1.935;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C14;C80x50H350;2.15;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C15;C80x50H350;0;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C15;C80x50H350;0.215;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C15;C80x50H350;0.43;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C15;C80x50H350;0.645;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C15;C80x50H350;0.86;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C15;C80x50H350;1.075;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C15;C80x50H350;1.29;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C15;C80x50H350;1.505;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C15;C80x50H350;1.72;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C15;C80x50H350;1.935;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C15;C80x50H350;2.15;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0.00071;No Message;No Message
P36;C16;C80x60H350;0;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00079;SU14-I=1.1;0.00071;No Message;No Message
P36;C16;C80x60H350;0.215;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00079;SU14-I=1.1;0.00071;No Message;No Message
P36;C16;C80x60H350;0.43;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00079;SU14-I=1.1;0.00071;No Message;No Message
P36;C16;C80x60H350;0.645;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00079;SU14-I=1.1;0.00071;No Message;No Message
P36;C16;C80x60H350;0.86;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00079;SU14-I=1.1;0.00071;No Message;No Message
P36;C16;C80x60H350;1.075;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00079;SU14-I=1.1;0.00071;No Message;No Message
P36;C16;C80x60H350;1.29;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00079;SU14-I=1.1;0.00071;No Message;No Message
P36;C16;C80x60H350;1.505;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00079;SU14-I=1.1;0.00071;No Message;No Message
P36;C16;C80x60H350;1.72;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00079;SU14-I=1.1;0.00071;No Message;No Message
P36;C16;C80x60H350;1.935;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00079;SU14-I=1.1;0.00071;No Message;No Message
P36;C16;C80x60H350;2.15;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00079;SU14-I=1.1;0.00071;No Message;No Message
P35;C1;C80x60H350;0;Design;No Message;SU13-I=1.1;0.0048;0.005094;0.000283;0.000283;;SU14-I=1.1;0.00264;SU14-I=1.1;0.00114;No Message;No Message
P35;C1;C80x60H350;0.215;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00264;SU14-I=1.1;0.00114;No Message;No Message
P35;C1;C80x60H350;0.43;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00264;SU14-I=1.1;0.00114;No Message;No Message
P35;C1;C80x60H350;0.645;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00264;SU14-I=1.1;0.00114;No Message;No Message
P35;C1;C80x60H350;0.86;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00264;SU14-I=1.1;0.00114;No Message;No Message
P35;C1;C80x60H350;1.075;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00264;SU14-I=1.1;0.00114;No Message;No Message
P35;C1;C80x60H350;1.29;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00264;SU14-I=1.1;0.00114;No Message;No Message
P35;C1;C80x60H350;1.505;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00264;SU14-I=1.1;0.00114;No Message;No Message
P35;C1;C80x60H350;1.72;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00264;SU14-I=1.1;0.00114;No Message;No Message
P35;C1;C80x60H350;1.935;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00264;SU14-I=1.1;0.00114;No Message;No Message
P35;C1;C80x60H350;2.15;Design;No Message;SU13-I=1.1;0.0048;0.004818;0.000268;0.000268;;SU14-I=1.1;0.00264;SU14-I=1.1;0.00114;No Message;No Message
P35;C2;C80x50H350;0;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.0005;SU14-I=1.1;0;No Message;No Message
P35;C2;C80x50H350;0.215;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.0005;SU14-I=1.1;0;No Message;No Message
P35;C2;C80x50H350;0.43;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.0005;SU14-I=1.1;0;No Message;No Message
P35;C2;C80x50H350;0.645;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.0005;SU14-I=1.1;0;No Message;No Message
P35;C2;C80x50H350;0.86;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.0005;SU14-I=1.1;0;No Message;No Message
P35;C2;C80x50H350;1.075;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.0005;SU14-I=1.1;0;No Message;No Message
P35;C2;C80x50H350;1.29;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.0005;SU14-I=1.1;0;No Message;No Message
P35;C2;C80x50H350;1.505;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.0005;SU14-I=1.1;0;No Message;No Message
P35;C2;C80x50H350;1.72;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.0005;SU14-I=1.1;0;No Message;No Message
P35;C2;C80x50H350;1.935;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.0005;SU14-I=1.1;0;No Message;No Message
P35;C2;C80x50H350;2.15;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.0005;SU14-I=1.1;0;No Message;No Message
P35;C3;C80x50H350;0;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0;No Message;No Message
P35;C3;C80x50H350;0.215;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0;No Message;No Message
P35;C3;C80x50H350;0.43;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0;No Message;No Message
P35;C3;C80x50H350;0.645;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0;No Message;No Message
P35;C3;C80x50H350;0.86;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0;No Message;No Message
P35;C3;C80x50H350;1.075;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0;No Message;No Message
P35;C3;C80x50H350;1.29;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0;No Message;No Message
P35;C3;C80x50H350;1.505;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0;No Message;No Message
P35;C3;C80x50H350;1.72;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0;No Message;No Message
P35;C3;C80x50H350;1.935;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0;No Message;No Message
P35;C3;C80x50H350;2.15;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00044;SU14-I=1.1;0;No Message;No Message
P35;C4;C80x60H350;0;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00071;No Message;No Message
P35;C4;C80x60H350;0.215;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00071;No Message;No Message
P35;C4;C80x60H350;0.43;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00071;No Message;No Message
P35;C4;C80x60H350;0.645;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00071;No Message;No Message
P35;C4;C80x60H350;0.86;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00071;No Message;No Message
P35;C4;C80x60H350;1.075;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00071;No Message;No Message
P35;C4;C80x60H350;1.29;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00071;No Message;No Message
P35;C4;C80x60H350;1.505;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00071;No Message;No Message
P35;C4;C80x60H350;1.72;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00071;No Message;No Message
P35;C4;C80x60H350;1.935;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00071;No Message;No Message
P35;C4;C80x60H350;2.15;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00071;No Message;No Message
P35;C7;C60x100H350;0;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00089;SU14-I=1.1;0.00154;No Message;No Message
P35;C7;C60x100H350;0.215;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00089;SU14-I=1.1;0.00154;No Message;No Message
P35;C7;C60x100H350;0.43;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00089;SU14-I=1.1;0.00154;No Message;No Message
P35;C7;C60x100H350;0.645;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00089;SU14-I=1.1;0.00154;No Message;No Message
P35;C7;C60x100H350;0.86;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00089;SU14-I=1.1;0.00154;No Message;No Message
P35;C7;C60x100H350;1.075;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00089;SU14-I=1.1;0.00154;No Message;No Message
P35;C7;C60x100H350;1.29;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00089;SU14-I=1.1;0.00154;No Message;No Message
P35;C7;C60x100H350;1.505;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00089;SU14-I=1.1;0.00154;No Message;No Message
P35;C7;C60x100H350;1.72;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00089;SU14-I=1.1;0.00154;No Message;No Message
P35;C7;C60x100H350;1.935;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00089;SU14-I=1.1;0.00154;No Message;No Message
P35;C7;C60x100H350;2.15;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00089;SU14-I=1.1;0.00154;No Message;No Message
P35;C8;C60x100H350;0;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00111;No Message;No Message
P35;C8;C60x100H350;0.215;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00111;No Message;No Message
P35;C8;C60x100H350;0.43;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00111;No Message;No Message
P35;C8;C60x100H350;0.645;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00111;No Message;No Message
P35;C8;C60x100H350;0.86;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00111;No Message;No Message
P35;C8;C60x100H350;1.075;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00111;No Message;No Message
P35;C8;C60x100H350;1.29;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00111;No Message;No Message
P35;C8;C60x100H350;1.505;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00111;No Message;No Message
P35;C8;C60x100H350;1.72;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00111;No Message;No Message
P35;C8;C60x100H350;1.935;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00111;No Message;No Message
P35;C8;C60x100H350;2.15;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00101;SU14-I=1.1;0.00111;No Message;No Message
P35;C9;C60x80H350;0;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU13-I=1.1;0.00094;No Message;No Message
P35;C9;C60x80H350;0.215;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU13-I=1.1;0.00094;No Message;No Message
P35;C9;C60x80H350;0.43;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU13-I=1.1;0.00094;No Message;No Message
P35;C9;C60x80H350;0.645;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU13-I=1.1;0.00094;No Message;No Message
P35;C9;C60x80H350;0.86;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU13-I=1.1;0.00094;No Message;No Message
P35;C9;C60x80H350;1.075;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU13-I=1.1;0.00094;No Message;No Message
P35;C9;C60x80H350;1.29;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU13-I=1.1;0.00094;No Message;No Message
P35;C9;C60x80H350;1.505;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU13-I=1.1;0.00094;No Message;No Message
P35;C9;C60x80H350;1.72;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU13-I=1.1;0.00094;No Message;No Message
P35;C9;C60x80H350;1.935;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU13-I=1.1;0.00094;No Message;No Message
P35;C9;C60x80H350;2.15;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU13-I=1.1;0.00094;No Message;No Message
P35;C10;C60x80H350;0;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P35;C10;C60x80H350;0.215;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P35;C10;C60x80H350;0.43;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P35;C10;C60x80H350;0.645;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P35;C10;C60x80H350;0.86;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P35;C10;C60x80H350;1.075;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P35;C10;C60x80H350;1.29;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P35;C10;C60x80H350;1.505;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P35;C10;C60x80H350;1.72;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P35;C10;C60x80H350;1.935;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P35;C10;C60x80H350;2.15;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0;SU14-I=1.1;0.00053;No Message;No Message
P35;C13;C80x60H350;0;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00081;SU14-I=1.1;0.00071;No Message;No Message
P35;C13;C80x60H350;0.215;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00081;SU14-I=1.1;0.00071;No Message;No Message
P35;C13;C80x60H350;0.43;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00081;SU14-I=1.1;0.00071;No Message;No Message
P35;C13;C80x60H350;0.645;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00081;SU14-I=1.1;0.00071;No Message;No Message
P35;C13;C80x60H350;0.86;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU13-I=1.1;0.00081;SU14-I=1.1;0.00071;No Message;No Message
