Story;Label;DesignSect;Station;DesignOpt;Status;PMMCombo;AsMin;As;CornerBarAs;Mid Bar As;PMMRatio;VMajCombo;VMajRebar;VMinCombo;VMinRebar;WarnMsg;ErrMsg
P41;C1;C80x60H350;0;Design;No Message;SU13-I=1.1;0.0048;0.005513;0.000306;0.000306;;SU14-I=1.1;0.00356;SU14-I=1.1;0.00168;No Message;No Message
P41;C1;C80x60H350;0.215;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00356;SU14-I=1.1;0.00168;No Message;No Message
P41;C1;C80x60H350;0.43;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00356;SU14-I=1.1;0.00168;No Message;No Message
P41;C1;C80x60H350;0.645;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00356;SU14-I=1.1;0.00168;No Message;No Message
P41;C1;C80x60H350;0.86;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00356;SU14-I=1.1;0.00168;No Message;No Message
P41;C1;C80x60H350;1.075;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00356;SU14-I=1.1;0.00168;No Message;No Message
P41;C1;C80x60H350;1.29;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00356;SU14-I=1.1;0.00168;No Message;No Message
P41;C1;C80x60H350;1.505;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00356;SU14-I=1.1;0.00168;No Message;No Message
P41;C1;C80x60H350;1.72;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00356;SU14-I=1.1;0.00168;No Message;No Message
P41;C1;C80x60H350;1.935;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00356;SU14-I=1.1;0.00168;No Message;No Message
P41;C1;C80x60H350;2.15;Design;No Message;SU09-I=1.1;0.0048;0.008728;0.000485;0.000485;;SU14-I=1.1;0.00356;SU14-I=1.1;0.00168;No Message;No Message
P41;C2;C80x50H350;0;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00228;SU14-I=1.1;0.0015;No Message;No Message
P41;C2;C80x50H350;0.215;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00228;SU14-I=1.1;0.0015;No Message;No Message
P41;C2;C80x50H350;0.43;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00228;SU14-I=1.1;0.0015;No Message;No Message
P41;C2;C80x50H350;0.645;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00228;SU14-I=1.1;0.0015;No Message;No Message
P41;C2;C80x50H350;0.86;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00228;SU14-I=1.1;0.0015;No Message;No Message
P41;C2;C80x50H350;1.075;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00228;SU14-I=1.1;0.0015;No Message;No Message
P41;C2;C80x50H350;1.29;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00228;SU14-I=1.1;0.0015;No Message;No Message
P41;C2;C80x50H350;1.505;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00228;SU14-I=1.1;0.0015;No Message;No Message
P41;C2;C80x50H350;1.72;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00228;SU14-I=1.1;0.0015;No Message;No Message
P41;C2;C80x50H350;1.935;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00228;SU14-I=1.1;0.0015;No Message;No Message
P41;C2;C80x50H350;2.15;Design;No Message;SU14-I=1.1;0.004;0.005845;0.000325;0.000325;;SU14-I=1.1;0.00228;SU14-I=1.1;0.0015;No Message;No Message
P41;C3;C80x50H350;0;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00206;SU14-I=1.1;0.00149;No Message;No Message
P41;C3;C80x50H350;0.215;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00206;SU14-I=1.1;0.00149;No Message;No Message
P41;C3;C80x50H350;0.43;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00206;SU14-I=1.1;0.00149;No Message;No Message
P41;C3;C80x50H350;0.645;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00206;SU14-I=1.1;0.00149;No Message;No Message
P41;C3;C80x50H350;0.86;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00206;SU14-I=1.1;0.00149;No Message;No Message
P41;C3;C80x50H350;1.075;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00206;SU14-I=1.1;0.00149;No Message;No Message
P41;C3;C80x50H350;1.29;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00206;SU14-I=1.1;0.00149;No Message;No Message
P41;C3;C80x50H350;1.505;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00206;SU14-I=1.1;0.00149;No Message;No Message
P41;C3;C80x50H350;1.72;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00206;SU14-I=1.1;0.00149;No Message;No Message
P41;C3;C80x50H350;1.935;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00206;SU14-I=1.1;0.00149;No Message;No Message
P41;C3;C80x50H350;2.15;Design;No Message;SU14-I=1.1;0.004;0.005192;0.000288;0.000288;;SU14-I=1.1;0.00206;SU14-I=1.1;0.00149;No Message;No Message
P41;C4;C80x60H350;0;Design;No Message;SU13-I=1.1;0.0048;0.004985;0.000277;0.000277;;SU14-I=1.1;0.00347;SU14-I=1.1;0.0017;No Message;No Message
P41;C4;C80x60H350;0.215;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00347;SU14-I=1.1;0.0017;No Message;No Message
P41;C4;C80x60H350;0.43;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00347;SU14-I=1.1;0.0017;No Message;No Message
P41;C4;C80x60H350;0.645;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00347;SU14-I=1.1;0.0017;No Message;No Message
P41;C4;C80x60H350;0.86;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00347;SU14-I=1.1;0.0017;No Message;No Message
P41;C4;C80x60H350;1.075;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00347;SU14-I=1.1;0.0017;No Message;No Message
P41;C4;C80x60H350;1.29;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00347;SU14-I=1.1;0.0017;No Message;No Message
P41;C4;C80x60H350;1.505;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00347;SU14-I=1.1;0.0017;No Message;No Message
P41;C4;C80x60H350;1.72;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00347;SU14-I=1.1;0.0017;No Message;No Message
P41;C4;C80x60H350;1.935;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00347;SU14-I=1.1;0.0017;No Message;No Message
P41;C4;C80x60H350;2.15;Design;No Message;SU10-I=1.1;0.0048;0.008587;0.000477;0.000477;;SU14-I=1.1;0.00347;SU14-I=1.1;0.0017;No Message;No Message
P41;C7;C60x100H350;0;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00187;SU14-I=1.1;0.00168;No Message;No Message
P41;C7;C60x100H350;0.215;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00187;SU14-I=1.1;0.00168;No Message;No Message
P41;C7;C60x100H350;0.43;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00187;SU14-I=1.1;0.00168;No Message;No Message
P41;C7;C60x100H350;0.645;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00187;SU14-I=1.1;0.00168;No Message;No Message
P41;C7;C60x100H350;0.86;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00187;SU14-I=1.1;0.00168;No Message;No Message
P41;C7;C60x100H350;1.075;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00187;SU14-I=1.1;0.00168;No Message;No Message
P41;C7;C60x100H350;1.29;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00187;SU14-I=1.1;0.00168;No Message;No Message
P41;C7;C60x100H350;1.505;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00187;SU14-I=1.1;0.00168;No Message;No Message
P41;C7;C60x100H350;1.72;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00187;SU14-I=1.1;0.00168;No Message;No Message
P41;C7;C60x100H350;1.935;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00187;SU14-I=1.1;0.00168;No Message;No Message
P41;C7;C60x100H350;2.15;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00187;SU14-I=1.1;0.00168;No Message;No Message
P41;C8;C60x100H350;0;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00196;SU14-I=1.1;0.00135;No Message;No Message
P41;C8;C60x100H350;0.215;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00196;SU14-I=1.1;0.00135;No Message;No Message
P41;C8;C60x100H350;0.43;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00196;SU14-I=1.1;0.00135;No Message;No Message
P41;C8;C60x100H350;0.645;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00196;SU14-I=1.1;0.00135;No Message;No Message
P41;C8;C60x100H350;0.86;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00196;SU14-I=1.1;0.00135;No Message;No Message
P41;C8;C60x100H350;1.075;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00196;SU14-I=1.1;0.00135;No Message;No Message
P41;C8;C60x100H350;1.29;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00196;SU14-I=1.1;0.00135;No Message;No Message
P41;C8;C60x100H350;1.505;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00196;SU14-I=1.1;0.00135;No Message;No Message
P41;C8;C60x100H350;1.72;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00196;SU14-I=1.1;0.00135;No Message;No Message
P41;C8;C60x100H350;1.935;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00196;SU14-I=1.1;0.00135;No Message;No Message
P41;C8;C60x100H350;2.15;Design;No Message;SU14-I=1.1;0.006;0.006;0.000381;0.00028;;SU14-I=1.1;0.00196;SU14-I=1.1;0.00135;No Message;No Message
P41;C9;C60x80H350;0;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00171;SU14-I=1.1;0.00299;No Message;No Message
P41;C9;C60x80H350;0.215;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00171;SU14-I=1.1;0.00299;No Message;No Message
P41;C9;C60x80H350;0.43;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00171;SU14-I=1.1;0.00299;No Message;No Message
P41;C9;C60x80H350;0.645;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00171;SU14-I=1.1;0.00299;No Message;No Message
P41;C9;C60x80H350;0.86;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00171;SU14-I=1.1;0.00299;No Message;No Message
P41;C9;C60x80H350;1.075;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00171;SU14-I=1.1;0.00299;No Message;No Message
P41;C9;C60x80H350;1.29;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00171;SU14-I=1.1;0.00299;No Message;No Message
P41;C9;C60x80H350;1.505;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00171;SU14-I=1.1;0.00299;No Message;No Message
P41;C9;C60x80H350;1.72;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00171;SU14-I=1.1;0.00299;No Message;No Message
P41;C9;C60x80H350;1.935;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00171;SU14-I=1.1;0.00299;No Message;No Message
P41;C9;C60x80H350;2.15;Design;No Message;SU13-I=1.1;0.0048;0.007512;0.000417;0.000417;;SU14-I=1.1;0.00171;SU14-I=1.1;0.00299;No Message;No Message
P41;C10;C60x80H350;0;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.002;SU14-I=1.1;0.00234;No Message;No Message
P41;C10;C60x80H350;0.215;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.002;SU14-I=1.1;0.00234;No Message;No Message
P41;C10;C60x80H350;0.43;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.002;SU14-I=1.1;0.00234;No Message;No Message
P41;C10;C60x80H350;0.645;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.002;SU14-I=1.1;0.00234;No Message;No Message
P41;C10;C60x80H350;0.86;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.002;SU14-I=1.1;0.00234;No Message;No Message
P41;C10;C60x80H350;1.075;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.002;SU14-I=1.1;0.00234;No Message;No Message
P41;C10;C60x80H350;1.29;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.002;SU14-I=1.1;0.00234;No Message;No Message
P41;C10;C60x80H350;1.505;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.002;SU14-I=1.1;0.00234;No Message;No Message
P41;C10;C60x80H350;1.72;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.002;SU14-I=1.1;0.00234;No Message;No Message
P41;C10;C60x80H350;1.935;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.002;SU14-I=1.1;0.00234;No Message;No Message
P41;C10;C60x80H350;2.15;Design;No Message;SU09-I=1.1;0.0048;0.006058;0.000337;0.000337;;SU14-I=1.1;0.002;SU14-I=1.1;0.00234;No Message;No Message
P41;C13;C80x60H350;0;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.0037;SU14-I=1.1;0.00359;No Message;No Message
P41;C13;C80x60H350;0.215;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.0037;SU14-I=1.1;0.00359;No Message;No Message
P41;C13;C80x60H350;0.43;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.0037;SU14-I=1.1;0.00359;No Message;No Message
P41;C13;C80x60H350;0.645;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.0037;SU14-I=1.1;0.00359;No Message;No Message
P41;C13;C80x60H350;0.86;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.0037;SU14-I=1.1;0.00359;No Message;No Message
P41;C13;C80x60H350;1.075;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.0037;SU14-I=1.1;0.00359;No Message;No Message
P41;C13;C80x60H350;1.29;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.0037;SU14-I=1.1;0.00359;No Message;No Message
P41;C13;C80x60H350;1.505;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.0037;SU14-I=1.1;0.00359;No Message;No Message
P41;C13;C80x60H350;1.72;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.0037;SU14-I=1.1;0.00359;No Message;No Message
P41;C13;C80x60H350;1.935;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.0037;SU14-I=1.1;0.00359;No Message;No Message
P41;C13;C80x60H350;2.15;Design;See Warnings;SU10-I=1.1;0.0048;0.010872;0.000604;0.000604;;SU14-I=1.1;0.0037;SU14-I=1.1;0.00359;Joint shear ratio exceeds limit;No Message
P41;C14;C80x50H350;0;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00179;SU14-I=1.1;0.00318;No Message;No Message
P41;C14;C80x50H350;0.215;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00179;SU14-I=1.1;0.00318;No Message;No Message
P41;C14;C80x50H350;0.43;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00179;SU14-I=1.1;0.00318;No Message;No Message
P41;C14;C80x50H350;0.645;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00179;SU14-I=1.1;0.00318;No Message;No Message
P41;C14;C80x50H350;0.86;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00179;SU14-I=1.1;0.00318;No Message;No Message
P41;C14;C80x50H350;1.075;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00179;SU14-I=1.1;0.00318;No Message;No Message
P41;C14;C80x50H350;1.29;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00179;SU14-I=1.1;0.00318;No Message;No Message
P41;C14;C80x50H350;1.505;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00179;SU14-I=1.1;0.00318;No Message;No Message
P41;C14;C80x50H350;1.72;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00179;SU14-I=1.1;0.00318;No Message;No Message
P41;C14;C80x50H350;1.935;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00179;SU14-I=1.1;0.00318;No Message;No Message
P41;C14;C80x50H350;2.15;Design;No Message;SU13-I=1.1;0.004;0.007297;0.000405;0.000405;;SU14-I=1.1;0.00179;SU14-I=1.1;0.00318;No Message;No Message
P41;C15;C80x50H350;0;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00207;SU14-I=1.1;0.00249;No Message;No Message
P41;C15;C80x50H350;0.215;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00207;SU14-I=1.1;0.00249;No Message;No Message
P41;C15;C80x50H350;0.43;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00207;SU14-I=1.1;0.00249;No Message;No Message
P41;C15;C80x50H350;0.645;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00207;SU14-I=1.1;0.00249;No Message;No Message
P41;C15;C80x50H350;0.86;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00207;SU14-I=1.1;0.00249;No Message;No Message
P41;C15;C80x50H350;1.075;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00207;SU14-I=1.1;0.00249;No Message;No Message
P41;C15;C80x50H350;1.29;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00207;SU14-I=1.1;0.00249;No Message;No Message
P41;C15;C80x50H350;1.505;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00207;SU14-I=1.1;0.00249;No Message;No Message
P41;C15;C80x50H350;1.72;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00207;SU14-I=1.1;0.00249;No Message;No Message
P41;C15;C80x50H350;1.935;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00207;SU14-I=1.1;0.00249;No Message;No Message
P41;C15;C80x50H350;2.15;Design;No Message;SU13-I=1.1;0.004;0.006713;0.000373;0.000373;;SU14-I=1.1;0.00207;SU14-I=1.1;0.00249;No Message;No Message
P41;C16;C80x60H350;0;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00336;SU14-I=1.1;0.0024;No Message;No Message
P41;C16;C80x60H350;0.215;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00336;SU14-I=1.1;0.0024;No Message;No Message
P41;C16;C80x60H350;0.43;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00336;SU14-I=1.1;0.0024;No Message;No Message
P41;C16;C80x60H350;0.645;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00336;SU14-I=1.1;0.0024;No Message;No Message
P41;C16;C80x60H350;0.86;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00336;SU14-I=1.1;0.0024;No Message;No Message
P41;C16;C80x60H350;1.075;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00336;SU14-I=1.1;0.0024;No Message;No Message
P41;C16;C80x60H350;1.29;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00336;SU14-I=1.1;0.0024;No Message;No Message
P41;C16;C80x60H350;1.505;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00336;SU14-I=1.1;0.0024;No Message;No Message
P41;C16;C80x60H350;1.72;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00336;SU14-I=1.1;0.0024;No Message;No Message
P41;C16;C80x60H350;1.935;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00336;SU14-I=1.1;0.0024;No Message;No Message
P41;C16;C80x60H350;2.15;Design;No Message;SU10-I=1.1;0.0048;0.008599;0.000478;0.000478;;SU14-I=1.1;0.00336;SU14-I=1.1;0.0024;No Message;No Message
P40;C1;C80x60H350;0;Design;No Message;SU13-I=1.1;0.0048;0.005238;0.000291;0.000291;;SU14-I=1.1;0.00217;SU14-I=1.1;0.0008;No Message;No Message
P40;C1;C80x60H350;0.215;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00217;SU14-I=1.1;0.0008;No Message;No Message
P40;C1;C80x60H350;0.43;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00217;SU14-I=1.1;0.0008;No Message;No Message
P40;C1;C80x60H350;0.645;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00217;SU14-I=1.1;0.0008;No Message;No Message
P40;C1;C80x60H350;0.86;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00217;SU14-I=1.1;0.0008;No Message;No Message
P40;C1;C80x60H350;1.075;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00217;SU14-I=1.1;0.0008;No Message;No Message
P40;C1;C80x60H350;1.29;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00217;SU14-I=1.1;0.0008;No Message;No Message
P40;C1;C80x60H350;1.505;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00217;SU14-I=1.1;0.0008;No Message;No Message
P40;C1;C80x60H350;1.72;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00217;SU14-I=1.1;0.0008;No Message;No Message
P40;C1;C80x60H350;1.935;Design;No Message;SU14-I=1.1;0.0048;0.0048;0.000267;0.000267;;SU14-I=1.1;0.00217;SU14-I=1.1;0.0008;No Message;No Message
P40;C1;C80x60H350;2.15;Design;No Message;SU13-I=1.1;0.0048;0.005116;0.000284;0.000284;;SU14-I=1.1;0.00217;SU14-I=1.1;0.0008;No Message;No Message
P40;C2;C80x50H350;0;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00142;SU14-I=1.1;0.00086;No Message;No Message
P40;C2;C80x50H350;0.215;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00142;SU14-I=1.1;0.00086;No Message;No Message
P40;C2;C80x50H350;0.43;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00142;SU14-I=1.1;0.00086;No Message;No Message
P40;C2;C80x50H350;0.645;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00142;SU14-I=1.1;0.00086;No Message;No Message
P40;C2;C80x50H350;0.86;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00142;SU14-I=1.1;0.00086;No Message;No Message
P40;C2;C80x50H350;1.075;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00142;SU14-I=1.1;0.00086;No Message;No Message
P40;C2;C80x50H350;1.29;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00142;SU14-I=1.1;0.00086;No Message;No Message
P40;C2;C80x50H350;1.505;Design;No Message;SU14-I=1.1;0.004;0.004;0.000222;0.000222;;SU14-I=1.1;0.00142;SU14-I=1.1;0.00086;No Message;No Message
